FAA Manufacturer,FAA Model,Remap,Type
Dehavilland,"DH115 VAMPIRE,DH115/MK35,VAMPIRE",VAMP,VAMP
,,,H25A
,,,DHC1
,,,DOVE
,,,DH89
,,,DH90
,,,DH83
Dehavilland,DH 114 HERON 2X,HERN,HERN
,,,DH87
,,,DH85
Dehavilland,MARK 34A,MOSQ,MOSQ
,,,DH60
,,,DH60
,,,DH94
,,,DH80
,,,DH82
,,,DOVE
,,,DH82
,,,VAMP
Dehavilland,DH 112 SEA VENOM,VNOM,VNOM
Dehavilland,DH84A DRAGON,DH84,DH84
,,,DH84
,,,DH84
,,,DH84
,,,DH60
,,,DH82
,,,DHA3
,,,DHA3
,,,DH60
,,,DH82
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Dehavilland/petersDehavilland/st Cloud Avn Inc,Dehavilland-air Svc Caravan Com,Dehavilland-kenmore,Dehavilland-webber Airlines","BEAVER DHC-2,DHC-2 MK. I(L20A),BEAVER DHC-2 MK.1,DHC-2,DHC-2 MK 1,DHC-2 BEAVER",DHC2,DHC2
,,,DHC5
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Dehavilland/petersDehavilland/st Cloud Avn Inc,Dehavilland-air Svc Caravan Com,Dehavilland-kenmore,Dehavilland-webber Airlines",DHC4,DHC4,DHC4
,,,DHC5
,,,DHC5
,,,DHC4
,,,DHC5
,,,DHC6
,,,DH8A
,,,DHC1
,,,S2P
,,,DH8A
,,,DHC4
,,,DHC5
,,,DHC7
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier","DHC-8-102,DH8A",DH8A,DH8A
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier","DHC-8-201,DH8B",DH8B,DH8B
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier,Boeing Of Canada Ltd/dehav Div","DH8C,DHC-8-300,DHC-8-311,DHC-8-314",DH8C,DH8C
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier","DH8D,DHC-8-402",DH8D,DH8D
,,,DH82
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier","CHIPMUNK 22A,CHIPMUNK DHC-1T10,CHIPMUNK T.10 MK-22,CHIPMUNK T10,DHC-1,DHC-1 CHIPMUNK 22,DHC-1 SERIES 22,DHC-1 T.MK. 10,DHC-1B-2,DHC-1B-2-S3,DHC-1B-2-S5,DHC-1C,DHC-1 CHIPMUNKX",DHC1,DHC1
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier","DHC-2 MK.I,DHC2,DHC-2,DHC-2 MK 1,DHC-2 MK-1 (L-20),DHC-2-L-20",DHC2,DHC2
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier","DHC 2 MK III,BEAVER DHC-2 MK.3,DH2T",DH2T,DH2T
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier,Dehavilland-hansen",DHC-3,DHC3,DHC3
,,,DH3T
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier","CARIBOU DHC-4,CARIBOU DHC-4A",DHC4,DHC4
,,,DHC5
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier","DHC-6 TWIN OTTER,DHC-6-300,DHC-6-200,DHC-6,DHC-6-100,DHC-6-310",DHC6,DHC6
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier","DHC-7-102,DHC-7-103",DHC7,DHC7
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier,Boeing Of Canada/dehav Div","DHC-8-106,DHC-8-102,DHC-8-103,DHC-8-201,DHC-8-301,DHC-8-311",DH8A,DH8A
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier",DHC-8-202,DH8B,DH8B
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier",DHC-8-315,DH8C,DH8C
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier",DHC-8-402,DH8D,DH8D
,,,DH8A
,,,DHC7
,,,DHC2
,,,DHC3
,,,DHC7
,,,DHC3
,,,DHC7
,,,S2P
,,,DH82
,,,S2P
,,,DH2T
,,,DH3T
,,,DHC6
,,,DHC3
"Bombardier Inc,Dehavilland,De Havilland Canada,Dehavilland-shawano,Bombardier Inc.,Bombardier","BEAVER L-20A,BEAVER U-6,BEAVER U-6A",DHC2,DHC2
,,,DHC3
,,,DHC6
,,,DH4T
,,,DH4T
,,,SB91
,,,SB91
,,,SB91
,,,WBOO
,,,WBOO
,,,COBR
,,,CAD2
,,,A109
,,,A119
,,,RVAL
,,,PC7
,,,RVAL
,,,HAWK
,,,A119
,,,PC7
,,,RVAL
,,,D11
,,,RD20
,,,RD20
,,,RD20
Denney Aerocraft Company,"KITFOX IV,DENNEY KITFOX",FOX,FOX
,,,CH60
,,,CH60
,,,D1
,,,D11
,,,D11
,,,DWD2
,,,DWD2
,,,DRAG
Dg Flugzeugbau Gmbh,DG-800B,DG80,DG80
Dg Flugzeugbau Gmbh,"DG 1000S,DG10",DG1T,DG1T
,,,LS10
,,,LS8
,,,DG1T
,,,DG1T
,,,DG1T
,,,DA40
,,,DA40
,,,DA42
,,,DA36
,,,DA40
,,,DA40
,,,DA42
,,,DA50
,,,DJET
,,,DA50
"Diamond,Diamond Aircraft Ind Inc,Diamond Aircraft Ind Gmbh,Diamond Aircraft Industries,Diamond Aircraft Industries Gm","DA42,DA 42",DA42,DA42
,,,DA42
"Diamond,Diamond Aircraft Ind Inc,Diamond Aircraft Ind Gmbh,Diamond Aircraft Industries,Diamond Aircraft Industries Gm","DA 62,DA62",DA62,DA62
,,,DT45
"Diamond,Diamond Aircraft Ind Inc,Diamond Aircraft Ind Gmbh,Diamond Aircraft Industries,Diamond Aircraft Industries Gm","DA20-C1,DA20-A1",DV20,DV20
,,,DV20
,,,DV20
,,,DV20
"Diamond,Diamond Aircraft Ind Inc,Diamond Aircraft Ind Gmbh,Diamond Aircraft Industries,Diamond Aircraft Industries Gm","DA22,DA 22",,DV20
"Diamond,Diamond Aircraft Ind Inc,Diamond Aircraft Ind Gmbh,Diamond Aircraft Industries,Diamond Aircraft Industries Gm","DA 40 NG,DA 40,DA40,DA 40-180 DIAMOND ST,DA40 F",DA40,DA40
,,,DA40
"Diamond,Diamond Aircraft Ind Inc,Diamond Aircraft Ind Gmbh,Diamond Aircraft Industries,Diamond Aircraft Industries Gm","DA 42 NG,DA42MNG",DA42,DA42
,,,DA40
"Diamond,Diamond Aircraft Ind Inc,Diamond Aircraft Ind Gmbh,Diamond Aircraft Industries,Diamond Aircraft Industries Gm",DJET,DJET,DJET
,,,DV20
,,,DV20
,,,DIMO
,,,DV20
,,,DV20
"Diamond,Diamond Aircraft Ind Inc,Diamond Aircraft Ind Gmbh,Diamond Aircraft Industries,Diamond Aircraft Industries Gm","HK 36 TC,HK 36 TC-100,HK 36 TTC,HK 36 TTC,HK 36R SUPER DIMONA",DIMO,DIMO
,,,DIMO
,,,DIMO
,,,DIMO
,,,DIMO
,,,DIMO
,,,DV20
,,,DA40
,,,DIMO
,,,DIMO
,,,DV20
,,,DIMO
,,,DIMO
,,,DA50
,,,DA50
,,,DA42
,,,DIMO
,,,ERAC
,,,DIJ3
,,,DIJ4
,,,C182
,,,IA50
,,,IA46
,,,IA46
,,,IA50
,,,IA51
,,,T34P
,,,MS76
,,,MS76
,,,IA46
,,,IA46
,,,T34P
,,,IA51
,,,ALTO
,,,C212
,,,CN35
,,,AS32
,,,B412
,,,B105
,,,C212
,,,AS32
,,,XL2
,,,UF10
,,,UF10
,,,UF13
Distar Cz A S,DF 13/15 SUNDANCER,UF13,UF13
,,,T211
,,,D139
,,,D139
,,,D139
,,,D139
,,,D139
,,,D139
,,,D139
,,,D139
,,,SRAY
,,,D328
,,,BU31
,,,D28D
,,,D28T
,,,UH1
,,,D28D
,,,D28T
"Fairchild Dornier,Dornier,Dornier Luftfahrt Gmbh","DO-228-201,DO-228-202,DORNIER 228-202",D228,D228
"Fairchild Dornier,Dornier,Dornier Luftfahrt Gmbh,Dornier Luftfahrt Gmbh","DORNIER 328-300,328-300,DO 328-100,328-100",D328,D328
,,,DO28
"Fairchild Dornier,Dornier,Dornier Luftfahrt Gmbh,Dornier-werke Gmbh","DO 27,DO 27 A1,DO 27 B1,DO 27 B5,DO 27-Q6,DO27A4,DO 27 A,DO 27A-3",DO27,DO27
"Fairchild Dornier,Dornier,Dornier Luftfahrt Gmbh",DO28 A-1,DO28,DO28
"Fairchild Dornier,Dornier,Dornier Luftfahrt Gmbh",DO28 B-1,DO28,DO28
,,,DO28
,,,D28D
"Fairchild Dornier,Dornier,Dornier Luftfahrt Gmbh",DO.28 D-2,D28D,D28D
,,,D28T
,,,D28D
"Fairchild Dornier,Dornier,Dornier Luftfahrt Gmbh,Dornier Fluzeuge/sogg Steven","BU 133,BU-133",BU31,BU31
,,,BU31
,,,BU33
,,,BU31
,,,BU31
,,,DO27
,,,BU31
,,,BU33
,,,A3
"Douglas,Douglas Aircraft Co Inc","A-4K,A4D-2N",A4,A4
"Douglas,Douglas Aircraft Co Inc",A-20G,A20,A20
"Douglas,Douglas Aircraft Co Inc","A-24,A-24B",SBD,SBD
"Douglas,Douglas Aircraft Co Inc","A-26,A-26B,A-26C",B26,B26
,,,DC3
"Douglas,Douglas Aircraft Co Inc","AD-4,AD4-DW,AD-4N,AD-4N(A),AD-4W",A1,A1
"Douglas,Douglas Aircraft Co Inc",B-23,B23,B23
"Douglas,Douglas Aircraft Co Inc","B-26,B-26B,B-26C",B26,B26
,,,DC3
"Douglas,Douglas Aircraft Co Inc",C-47,DC3,DC3
"Douglas,Douglas Aircraft Co Inc",C-47A,DC3,DC3
"Douglas,Douglas Aircraft Co Inc",C-47B,DC3,DC3
,,,DC3
,,,DC3
,,,DC3
,,,DC3
"Douglas,Douglas Aircraft Co Inc","C-54,C54B-DC,C54-D,C54D-DC,C54E-DC,C-54G",DC4,DC4
,,,DC3
,,,DC3
,,,DC3
"Douglas,Douglas Aircraft Co Inc",C-117D,DC3S,DC3S
"Douglas,Douglas Aircraft Co Inc","C-118,C-118A,C-118B",DC6,DC6
,,,B26
,,,DC3
,,,SBD
"Douglas,Douglas Aircraft Co Inc",DC2,DC2,DC2
"Douglas,Douglas Aircraft Co Inc","DC3C-S4C4G,DC3C,DC3,DC3A,DC3A 1830-94,DC-3A-S1C3G,DC3A-S4C4G,DC3C 1830-94,DC3C-65TP,DC3C-R,DC3C-R-1830-90C,DC3C-S1C3G,DC3C-SC3G,DC3-G102A,DC3-G103A,DC3-G202A",DC3,DC3
"Douglas,Douglas Aircraft Co Inc",DC-3C-TP,DC3T,DC3T
"Douglas,Douglas Aircraft Co Inc",DC-4,DC4,DC4
"Douglas,Douglas Aircraft Co Inc","DC-6,DC-6A,DC-6B",DC6,DC6
"Douglas,Douglas Aircraft Co Inc","DC-7,DC-7B,DC-7C",DC7,DC7
,,,DC7
"Douglas,Douglas Aircraft Co Inc",DC-8-21,DC85,DC85
,,,DC85
,,,DC86
"Douglas,Douglas Aircraft Co Inc","DC-8-72,DC8-72-CF,DC-8-73,DC-8-73F",DC87,DC87
"Douglas,Douglas Aircraft Co Inc","DC-9-15F,DC-9,DC9-15",DC91,DC91
"Douglas,Douglas Aircraft Co Inc",DC-9-21,DC92,DC92
"Douglas,Douglas Aircraft Co Inc","DC-9-32F,DC-9-33F",DC93,DC93
,,,DC94
,,,DC95
,,,B23
,,,DC3
"Douglas,Douglas Aircraft Co Inc",EA-1E,A1,A1
,,,DC3
,,,DC4
,,,A3
,,,A20
,,,DC3
,,,DC4
,,,B26
,,,DC85
,,,DC3
,,,DC3S
,,,DC6
,,,A3
,,,DC3
,,,DC3
,,,DC3
,,,DC3
,,,DC3
"Douglas,Douglas Aircraft Co Inc","R4D-8,SUPER R4D-8,SUPER R4D-8Z",DC3S,DC3S
,,,DC4
,,,DC6
"Douglas,Douglas Aircraft Co Inc",RB-26C,B26,B26
,,,DC3
"Douglas,Douglas Aircraft Co Inc","SBD-4,SBD-5",SBD,SBD
,,,DC7
,,,A4
,,,DC4
"Douglas,Douglas Aircraft Co Inc","SKYRAIDER AD-5(A-1E),SKYRAIDER AD-6",A1,A1
,,,DC3
,,,DC3
,,,A3
"Douglas,Douglas Aircraft Co Inc",SUPER DC-3,DC3S,DC3S
,,,A3
"Douglas,Douglas Aircraft Co Inc","TA-4F,TA-4K",A4,A4
"Douglas,Douglas Aircraft Co Inc","TB-26B,TB-26C",B26,B26
,,DC3,DC3
,,,DC4
,,,DC3S
,,,B26
"Douglas,Douglas Aircraft Co Inc",UC-67,B23,B23
,,,B26
,,,DC3
,,,DC4
,,,DC3S
,,,DC6
,,,A1
,,,DV2
,,,DV2
,,,DV1
,,,DV1
,,,B14B
,,,B14C
Downer,BELLANCA 14-19-3A,B14A,B14A
,,,B14B
,,,B14C
,,,B14A
,,,DRAG
,,,TNDR
,,,DSLK
,,,D6CR
,,,D5TU
,,,D31
,,,D6CR
,,,D6CR
,,,D6CR
,,,D5TU
,,,D31
,,,DUB2
,,,DUB2
,,,DUR5
,,,RD03
,,,RD03
,,,JD2
,,,JD2
,,,CR10
,,,CR10
,,,CR10
,,,MCR1
,,,MCR1
,,,MCR4
,,,MCR4
,,,MCR1
,,,MCR4
,,,MCRR
,,,TWIR
,,,DYH2
,,,SBM3
,,,SBM3
,,,E7BH
,,,E7BH
Bell,EAA ACROSPORT-I,ACRO,ACRO
,,,ACR2
Bell,EAA BIPLANE P-2,BIPL,BIPL
,,,COUG
,,,ACRO
,,,D11
,,,D11
Eagle Aircraft Co,EAGLE DW-1,DW1,DW1
,,,DW1
,,,EAGX
,,,EAGX
,,,EAGX
,,,MAGC
,,,ES13
"Eclipse Aviation Corp,Eclipse Aerospace Inc,Eclipse","EA500,EA50",EA50,EA50
"Eclipse Aviation Corp,Eclipse Aerospace Inc,Eclipse",EA400,EA40,EA40
"Eclipse Aviation Corp,Eclipse Aerospace Inc,Eclipse",EA550,EA50,EA50
,,,O1
,,,O1
,,,O1
,,,O1
,,,EP9
,,,OPCA
,,,OPCA
,,,PETR
,,,PETR
Scoda Aeronautica Ltda,SUPER PETREL LS,PETR,PETR
,,,VR20
,,,VR20
,,,EH10
,,,EH10
,,,EH10
,,,EH10
,,,EH10
,,,EH10
,,,EH10
,,,JE2
Erickson,JEE-TWO JE-2,JE2,JE2
Eiriavion Oy,"PIK 20D,PIK 20E",PK20,PK20
,,,RF9
,,,JK05
,,,JK05
,,,JK05
,,,JK05
,,,KR30
,,,KR30
,,,JK05
,,,JK05
,,,C365
,,,DWD2
,,,DWD2
,,,ELA7
,,,MG21
,,,MG21
,,,HRM9
,,,HRM9
,,,ELTR
,,,ELTR
,,,EL20
,,,SIGM
,,,GDUK
,,,CHR1
,,,CHR4
,,,CHR1
,,,CHR4
,,,MA1
,,,MA1
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.",E170,E170,E170
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.",E190,E190,E190
,,,AMX
,,,TUCA
,,,E314
,,,E314
,,,AMX
,,,M326
,,,E314
,,,E110
,,,E110
,,,E120
,,,E110
,,,E145
,,,P28B
,,,P28A
,,,P28R
,,,P28T
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.",E550,E550,E550
,,,E145
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.",E45X,E45X,E45X
,,,IPAN
,,,P32T
,,,PA32
,,,PA31
,,,E110
,,,PA25
,,,P32T
,,,PA25
,,,E50P
,,,E110
,,,E145
,,,M326
,,,E110
,,,PA34
,,,P32R
,,,E314
,,,TUCA
,,,TUCA
,,,P28A
,,,PA34
,,,E121
,,,E110
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.",EMB-110P1,E110,E110
,,,E110
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.","EMB-120ER,EMB-120,EMB-120FC,EMB-120RT",E120,E120
,,,E121
,,,E145
,,,E145
,,,E145
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.","EMB-145LR,EMB-145,EMB-145EP",E145,E145
,,,E145
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.",EMB-145MP,E145,E145
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.",ERJ145MP,E145,E145
,,,E145
,,,E145
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.",EMB-145XR,E45X,E45X
,,,IPAN
,,,IPAN
,,,IPAN
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Flying Legend Italia Srls,Embraer Empresa Brasileira De Aeron Utica S.A.",TUCANO REPLICA,TUCA,TUCA
,EMB 312F,,TUCA
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.","EMB-545,E545",E545,E545
,,,E314
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.",EMB-314B,E314,E314
,,,E314
,,,M326
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.","EMB-500,E50P",E50P,E50P
,,,P28B
,,,P28R
,,,P28R
,,,P28T
,,,P28A
,,,P28A
,,,PA32
,,,P32R
,,,PA34
,,,PA31
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.","EMB-135,EMB-135KL,EMB-135ER,EMB-135LR,E135",E135,E135
,,,E135
,,,E145
,,,E145
,,,E145
,,,E145
,,,E145
,,,IPAN
,,,E120
,,,E121
,,,M326
,,,E121
,,,E314
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.","ERJ-170,ERJ 170-100 SE,ERJ 170-100 LR,ERJ 170-100SU,ERJ 170-100 STD,ERJ 170-100 STD",E170,E170
,,,E75S
,,,E75L
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.","E75S,ERJ 170-200 STD,ERJ 170-200 SU",E75S,E75S
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.","ERJ 170-200 LR,ERJ 170-200 LL,E75L",E75L,E75L
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.","EMB-505,E55P",E55P,E55P
,,,E55P
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.","ERJ 190-100 ECJ,ERJ 190-100 IGW,ERJ 190-200 IGW",E190,E190
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.",ERG 190-100,E190,E190
,,,E35L
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.",EMB-135BJ,E35L,E35L
,,,E35L
,,,E35L
,,,E35L
,,,E195
,,,E190
,,,E195
,,,E145
,,,E145
,,,E145
,,,E145
,,,E135
,,,E135
,,,E135
,,,E135
,,,E135
,,,E35L
,,,E35L
,,,IPAN
,,,KC39
,,,E290
,,,E290
,,,E295
,,,E295
,,,E275
,,,E275
"Embraer,Embraer S A,Embraer Sa,Embraer Executive Aircraft Inc,Embraer-empresa Brasileira De,Embraer Empresa Brasileira De,Yabora Industria Aeronautica S,Empresa Brasileira De Aero S A,Embraer Empresa Brasileira De Aeron Utica S.A.,Embraer Empresa Brasileira De Aeronautica S.A.",EMB-550,E550,E550
,,,E550
,,,E545
,,,E545
,,,E545
,,,E550
,,,E35L
,,,P28U
,,,P28U
Emivest Aerospace Corp,SJ30-2,SJ30,SJ30
,,,MA1
,,,MA1
,,,MIRA
,,,C101
,,,TPIL
,,,C101
,,,C101
,,,NMCU
,,,PILL
,,,C101
,,,NMCU
,,,MIRA
,,,PILL
,,,PILL
,,,PILL
,,,PILL
,,,PILL
,,,TPIL
,,,PILL
,,,TPIL
,,,C101
,,,TPIL
,,,CNBR
,,,LTNG
"Enstrom,Enstrom Helicopter Corp","280FX,280C",EN28,EN28
"Enstrom,Enstrom Helicopter Corp","480B,480,480A",EN48,EN48
,,,EN28
"Enstrom,Enstrom Helicopter Corp","F-28F,F-28C",EN28,EN28
,,,EN28
,,,EN28
,,,EN28
,,,EN28
,,,EN48
,,,EPER
,,,EPX1
"Epic Air Llc,Epic Aircraft Llc,Air","EPIC LT,EPIC",EPIC,EPIC
"Epic Air Llc,Epic Aircraft Llc,Air",E1000,EPIC,EPIC
,,,ELIT
,,,ESCA
,,,EPIC
"Epic Air Llc,Epic Aircraft Llc,Air",VICTORY,EVIC,EVIC
"Ercoupe,Engineering & Research","415-CD,415,415-C,ERCOUPE 415-CD,415-E,ERCOUPE 415-D,ERCOUPE 415-C",ERCO,ERCO
"Ercoupe,Engineering & Research",ERCOUPE,ERCO,ERCO
,,,CP32
,,,CP32
,,,CP32
,,,ETA
,,,G64T
,,,G64T
,,,J177
,,,J177
,,,NMCU
,,,NMCU
,,,FB5
,,,FLSH
,,,FB5
,,,JFOX
"Eurocopter,American Eurocopter Corp,Eurocopter Deutschland Gmbh,Eurocopter France,Eurocopter-kawasaki,American Eurocopter Llc,Eurocopter France",SA 330J,AS32,AS32
"Eurocopter,American Eurocopter Corp,Eurocopter Deutschland Gmbh,Eurocopter France,Eurocopter-kawasaki,American Eurocopter Llc,Eurocopter France",EC25,EC25,EC25
"Eurocopter,American Eurocopter Corp,Eurocopter Deutschland Gmbh,Eurocopter France,Eurocopter-kawasaki,American Eurocopter Llc,Eurocopter France",AS350B3,AS50,AS50
,,,AS55
"Eurocopter,American Eurocopter Corp,Eurocopter Deutschland Gmbh,Eurocopter France,Eurocopter-kawasaki,American Eurocopter Llc,Eurocopter France",EC120B,EC20,EC20
,,,EC30
,,,EC25
,,,AS50
,,,AS55
,,,EC20
"Eurocopter,American Eurocopter Corp,Eurocopter Deutschland Gmbh,Eurocopter France,Eurocopter-kawasaki,American Eurocopter Llc,Eurocopter France",EC 130,EC30,EC30
"Eurocopter,American Eurocopter Corp,Eurocopter Deutschland Gmbh,Eurocopter France,Eurocopter-kawasaki,American Eurocopter Llc,Eurocopter France",AS332L1,AS32,AS32
,,,AS3B
,,,AS32
,,,AS50
"Eurocopter,American Eurocopter Corp,Eurocopter Deutschland Gmbh,Eurocopter France,Eurocopter-kawasaki,American Eurocopter Llc,Eurocopter France","AS 350 B2,AS 350 B3,AS350B2,AS350B3,AS 350 BA,AS 350 B2 ECUREUIL,AS 350 B3E,ECUREUIL AS 350 B",AS50,AS50
